Date,Forecast
2036-09-01,439.8915821221734
2036-10-01,439.9557464229534
2036-11-01,441.6278949895298
2036-12-01,443.3236363937214
2037-01-01,444.67478725058163
2037-02-01,445.7036865294539
2037-03-01,446.8828621174629
2037-04-01,448.5159211987962
2037-05-01,449.21549752741714
2037-06-01,448.55377807545125
2037-07-01,446.709124788214
2037-08-01,444.1262175567415
2037-09-01,442.0784220520868
2037-10-01,442.14290533386287
2037-11-01,443.82336667886636
2037-12-01,445.52753814892935
2038-01-01,446.8854060032616
2038-02-01,447.9194202652758
2038-03-01,449.1044579074024
2038-04-01,450.745635440991
2038-05-01,451.44868958440003
2038-06-01,450.78368051613137
2038-07-01,448.92985687504046
2038-08-01,446.3341091962882
2038-09-01,444.27613345368417
2038-10-01,444.34093730221156
2038-11-01,446.0297527510881
2038-12-01,447.74239619554106
2039-01-01,449.1070144396605
2039-02-01,450.14616911301295
2039-03-01,451.3370979513787
2039-04-01,452.9864342966117
2039-05-01,453.6929835441241
2039-06-01,453.02466850583164
2039-07-01,451.1616289221627
2039-08-01,448.55297696221356
2039-09-01,446.4847703724835
2039-10-01,446.54989638140063
2039-11-01,448.247107465038
2039-12-01,449.9682650007405
2040-01-01,451.33966719296575
2040-02-01,452.3839878322638
2040-03-01,453.58083715386516
2040-04-01,455.23837287077123
2040-05-01,455.94843459765275
2040-06-01,455.2767971543157
2040-07-01,453.4044958127088
2040-08-01,450.7828754203069
2040-09-01,448.7043871226799
2040-10-01,448.76983689354785
2040-11-01,450.475485349297
2040-12-01,452.2051993024844
2041-01-01,453.5834191679633
2041-02-01,454.6329314548547
2041-03-01,455.8357306922828
2041-04-01,457.50150654252695
2041-05-01,458.2150982104217
2041-06-01,457.54012184531564
2041-07-01,455.65851270264807
2041-08-01,453.02385940762156
2041-09-01,450.9350382884817
2041-10-01,451.0008134308233
2041-11-01,452.7149412035247
2041-12-01,454.4532541108496
2042-01-01,455.8383255423882
2042-02-01,456.8930552861922
2042-03-01,458.1018340183572
2042-04-01,459.7758909662436
2042-05-01,460.49303012360264
2042-06-01,459.8146982378934
2042-07-01,457.92373502214764
2042-08-01,455.2759840338231
2042-09-01,453.1767787254523
2042-10-01,453.24288085679206
2042-11-01,454.96553009980704
2042-12-01,456.7124847093853
2043-01-01,458.10444176828156
2043-02-01,459.1644149066235
2043-03-01,460.3792028594815
2043-04-01,462.0615820729611
2043-05-01,462.78228635547435
2043-06-01,462.10058226780984
2043-07-01,460.20021847693533
2043-08-01,457.5393046825444
2043-09-01,455.4296635618598
2043-10-01,455.4960943077631
2043-11-01,457.2273073840111
2043-12-01,458.9829466564726
2044-01-01,460.381823573354
2044-02-01,461.44706617280366
2044-03-01,462.6678932200876
2044-04-01,464.35863607177
2044-05-01,465.0829232028003
2044-06-01,464.3978301488998
2044-07-01,462.48801904966996
2044-08-01,459.81387701274804
2044-09-01,457.69374820003213
2044-10-01,457.76050919414564
2044-11-01,459.5003286771452
2044-12-01,461.2646957866911
2045-01-01,462.67052696235623
2045-02-01,463.7410652190683
2045-03-01,464.9679613830233
2045-04-01,466.6671094511942
2045-05-01,467.3949972422127
2045-06-01,466.7064983744553
2045-07-01,464.7871930013177
2045-08-01,462.09975696009496
2045-09-01,459.9690883177195
2045-10-01,460.0361812018115
2045-11-01,461.78464987672766
2045-12-01,463.55778821219144
2046-01-01,464.9706082184562
2046-02-01,466.0464684588146
2046-03-01,467.2794639109358
2046-04-01,468.9870589805801
2046-05-01,469.7185653316043
2046-06-01,469.0266437186139
2046-07-01,467.0977968725355
2046-08-01,464.3970007383197
2046-09-01,462.25573986946415
2046-10-01,462.3231662934643
2046-11-01,464.0803271581606
2046-12-01,465.8622803240755
2047-01-01,467.2821239046233
2047-02-01,468.363332585889
2047-03-01,469.60245764766336
2047-04-01,471.3185417114921
2047-05-01,472.05368461152614
2047-06-01,471.35832323775566
2047-07-01,469.41988748506236
2047-08-01,466.70566484061334
2047-09-01,464.5537590879758
2047-10-01,464.62152071001634
2047-11-01,466.38741697611243
2047-12-01,468.17822879378343
2048-01-01,469.6051308650192
2048-02-01,470.69171457598054
2048-03-01,471.9369997196327
2048-04-01,473.66161497911605
2048-05-01,474.40041250659306
2048-06-01,473.70159427190583
2048-07-01,471.7535219431154
2048-08-01,469.02580604101206
2048-09-01,466.8632024855146
2048-10-01,466.93130097197087
2048-11-01,468.70597606590485
